State Name,District Name,Dealer Type,Agency Name,Sub District Name,Village Name
West Bengal,Bankura,RETAILER,Madhusudan Pal,Vishnupur,Sub District Headquater
West Bengal,Bankura,RETAILER,SUKANTA HALDAR,Khatra,Birkham
West Bengal,Bankura,RETAILER,Jaydeb Chakraborty,Sonamukhi,
West Bengal,Bankura,RETAILER,Tarun Kumar Shit,Sonamukhi,Kuldanga
West Bengal,Bankura,RETAILER,Hirendranath Chakraborty,Bankura - II,
West Bengal,Bankura,RETAILER,Satyapada Nandi,Khatra,Kadra
West Bengal,Bankura,RETAILER,Nirmal Panda,Khatra,
West Bengal,Bankura,RETAILER,RAGHUNATH ZEW S.K.U.S.LTD,Khatra,
West Bengal,Bankura,RETAILER,Chartna Agro Produce,Bankura - I,
West Bengal,Bankura,RETAILER,Amit Mandal,Khatra,
West Bengal,Bankura,RETAILER,Rajesh Mondal,Khatra,Kadra
West Bengal,Bankura,RETAILER,Ananta Kumar Modak,Khatra,
West Bengal,Bankura,RETAILER,Nityananda Patra,Khatra,
West Bengal,Bankura,RETAILER,UTPL DEY,Khatra,Jasara
West Bengal,Bankura,RETAILER,Jagannath Chowdhury,Onda,
West Bengal,Bankura,RETAILER,Pradip Pal,Bankura - I,
West Bengal,Bankura,RETAILER,Tuhin Chowdhury,Khatra,
West Bengal,Bankura,RETAILER,Mujachedya Chashi Ghar,Onda,
West Bengal,Bankura,RETAILER,Sunil Khawas,Gangajalghati,
West Bengal,Bankura,RETAILER,Mrinal Kanti Mallick,Khatra,
West Bengal,Bankura,RETAILER,Tapan Kumar Paine,Khatra,
West Bengal,Bankura,RETAILER,Kaushik Kumar Mondal,Bankura - II,
West Bengal,Bankura,RETAILER,IFFDC-MORAR-KARUNA DEY,Vishnupur,
West Bengal,Bankura,RETAILER,IFFDC-FATIKA-ABUL H. MONDAL,Indus,Fatika
West Bengal,Bankura,RETAILER,BANAMALI DUTTA,Khatra,
West Bengal,Bankura,RETAILER,Mahadeb Mandal,Onda,Benajira
West Bengal,Bankura,RETAILER,Lalmohan Kundu,Kotulpur,
West Bengal,Bankura,RETAILER,Harisri Mondal,Jaypur,
West Bengal,Bankura,RETAILER,Lakshman Saini,Vishnupur,Marar
West Bengal,Bankura,RETAILER,Md.Saiful Islam Mondal,Vishnupur,Marar
West Bengal,Bankura,RETAILER,PANKAJ KUMAR PYNE,Taldangra,Harmasra
West Bengal,Bankura,RETAILER,Abhishek Sen,Onda,
West Bengal,Bankura,RETAILER,Sudip Chakroborty,Onda,
West Bengal,Bankura,RETAILER,Anadi Kumar Mahato,Khatra,
West Bengal,Bankura,RETAILER,Arup Kumar Shit,Bankura - I,
West Bengal,Bankura,RETAILER,Training,Bankura - I,
West Bengal,Bankura,RETAILER,Training,Bankura - I,
West Bengal,Bankura,RETAILER,training,Bankura - I,
West Bengal,Bankura,RETAILER,Traininig,Bankura - I,
West Bengal,Bankura,RETAILER,Training,Bankura - I,
West Bengal,Bankura,RETAILER,trining,Bankura - I,
West Bengal,Bankura,RETAILER,training,Bankura - I,
West Bengal,Bankura,RETAILER,MANBODH MAJI,Saltora,Bhangucha
West Bengal,Bankura,RETAILER,train,Bankura - I,
West Bengal,Bankura,RETAILER,SUBIR CHAKRABORTY,Onda,Ram Sagar
West Bengal,Bankura,RETAILER,SUBIR CHAKRABORTY,Onda,Ram Sagar
West Bengal,Bankura,RETAILER,AJIT MONDAL,Chhatna,Gurputa
West Bengal,Bankura,RETAILER,abc,Bankura - I,
West Bengal,Bankura,RETAILER,Sanjoy Sikdar,Sonamukhi,Sonamukhi (P)
West Bengal,Bankura,RETAILER,Narayan Chandra Maji,Gangajalghati,Gangajal Ghati
West Bengal,Bankura,RETAILER,Dipak Kumar Ghosh,Kotulpur,
West Bengal,Bankura,RETAILER,Sanjoy Dey,Khatra,
West Bengal,Bankura,RETAILER,Tanmoy Das,Khatra,
West Bengal,Bankura,RETAILER,Ranajit Sen,Khatra,
West Bengal,Bankura,RETAILER,Jamini Mallick,Khatra,
West Bengal,Bankura,RETAILER,Falguni Pati,Khatra,
West Bengal,Bankura,RETAILER,Goutam Prasad Dey,Bankura - II,
West Bengal,Bankura,RETAILER,PRABIR KUMAR SHIT,Bankura - I,Sunuk Pahari
West Bengal,Bankura,RETAILER,JITENDRA NATH BAG,Indpur,Chaukighata
West Bengal,Bankura,RETAILER,Mangal Pal,Onda,Onda
West Bengal,Bankura,RETAILER,Damodar Agro Producer Co. Ltd.,Barjora,
West Bengal,Bankura,RETAILER,Md. Nur Alam Mirdha,Vishnupur,Beliara
West Bengal,Bankura,RETAILER,Sambhunath Nayak,Vishnupur,Bhara
West Bengal,Bankura,RETAILER,Chandicharan Dey,Vishnupur,
West Bengal,Bankura,RETAILER,ALPANA DESHMUKH,Hirbandh,Lachaipur
West Bengal,Bankura,RETAILER,NUR ALAM MANDAL,Onda,Onda
West Bengal,Bankura,RETAILER,Noor Hussain Mondal,Vishnupur,
West Bengal,Bankura,RETAILER,Manik Mahapatra,Raipur,
West Bengal,Bankura,RETAILER,Agroproducer co ltd,Simlapal,Sinyajora
West Bengal,Bankura,RETAILER,Mitali Ghosh,Vishnupur,
West Bengal,Bankura,RETAILER,Biplab Sarkar,Patrasayer,
West Bengal,Bankura,RETAILER,Sukanta Mahapatra,Raipur,Matgoda
West Bengal,Bankura,RETAILER,Kripasindhu Mukherjee,Saltora,
West Bengal,Bankura,RETAILER,Subhas Chandra Mondal,Bankura - I,Kenjakura
West Bengal,Bankura,RETAILER,CHANDI DAS,Chhatna,Kulyara
West Bengal,Bankura,RETAILER,DHIRENDRANATH DEY,Ranibundh,Ambika Nagar
West Bengal,Bankura,RETAILER,SADANANDA MONDAL,Chhatna,Lohagar
West Bengal,Bankura,RETAILER,Dilip Pal,Onda,
West Bengal,Bankura,RETAILER,RAMANATH DALAL,Kotulpur,Madanmohan Pur
West Bengal,Bankura,RETAILER,SURYA SANKAR NANDI,Vishnupur,
West Bengal,Bankura,RETAILER,SANNTU GHOSH,Vishnupur,
West Bengal,Bankura,RETAILER,SANTOSH KUMAR GHOSH,Vishnupur,
West Bengal,Bankura,RETAILER,Pranay Kumar Roy,Kotulpur,
West Bengal,Bankura,RETAILER,BIJOY BAG,Indus,Haldi
West Bengal,Bankura,RETAILER,TARUN MONDAL,Kotulpur,Masinapur
West Bengal,Bankura,RETAILER,AMIRUL KHAN,Kotulpur,Deshra
West Bengal,Bankura,RETAILER,Abhijit Kundu,Onda,
West Bengal,Bankura,RETAILER,SUBHAJIT ROY,Kotulpur,Baladwip
West Bengal,Bankura,RETAILER,DILIP KUMAR PAL,Kotulpur,Madanmohan Pur
West Bengal,Bankura,RETAILER,SUBRATA MANDAL,Kotulpur,Tajpur
West Bengal,Bankura,RETAILER,ALI KRISHI VANDAR,Khatra,Senapatia
West Bengal,Bankura,RETAILER,Biswajit Singha,Khatra,
West Bengal,Bankura,RETAILER,Ramjan Ali Khan,Vishnupur,
West Bengal,Bankura,RETAILER,Bipadtaran Mondal ,Onda,
West Bengal,Bankura,RETAILER,SUNIL KUMAR GHOSH,Kotulpur,Nanagar
West Bengal,Bankura,RETAILER,SHIBAPRASAD MONDAL,Kotulpur,Aswinkota
West Bengal,Bankura,RETAILER,Sukumar Mandal,Khatra,
West Bengal,Bankura,RETAILER,Sukumar Mandal,Khatra,
West Bengal,Bankura,RETAILER,JULMAT ALI KHAN,Kotulpur,Balitha
West Bengal,Bankura,RETAILER,KALYAN KUMAR PAL,Kotulpur,Gopinathpur
West Bengal,Bankura,RETAILER,Manirul Zaman Mallick,Vishnupur,
West Bengal,Bankura,RETAILER,NIKHIL KUMAR NANDI,Kotulpur,Deshra
West Bengal,Bankura,RETAILER,Safiuddin Mondal,Vishnupur,
West Bengal,Bankura,RETAILER,SOMNATH MODAK,Ranibundh,Ambika Nagar
West Bengal,Bankura,RETAILER,ASHISH MONDAL,Indus,
West Bengal,Bankura,RETAILER,DURGA DAS BAGLI,Jaypur,
West Bengal,Bankura,RETAILER,MADHAV HALDAR,Chhatna,
West Bengal,Bankura,RETAILER,Santanu Patra,Onda,
West Bengal,Bankura,RETAILER,Mrityunjoy Nandi,Onda,
West Bengal,Bankura,RETAILER,Prabhat Kiran Pal,Barjora,
West Bengal,Bankura,RETAILER,Ajoy Mondal,Raipur,
West Bengal,Bankura,RETAILER,Gourisankar Hati,Indus,
West Bengal,Bankura,RETAILER,Santiram Mandal,Gangajalghati,
West Bengal,Bankura,RETAILER,RAMA GHOSH,Kotulpur,
West Bengal,Bankura,RETAILER,PROVAKAR GHOSH,Kotulpur,
West Bengal,Bankura,RETAILER,KARTICK LOHAR,Chhatna,
West Bengal,Bankura,RETAILER,Dipak Mahanty,Khatra,
West Bengal,Bankura,RETAILER,BIJOY DEY,Bankura - I,
West Bengal,Bankura,RETAILER,SWARUP NANDI,Bankura - I,
West Bengal,Bankura,RETAILER,Subhas Roy,Sonamukhi,
West Bengal,Bankura,RETAILER,SANJIB SINGHA,Onda,
West Bengal,Bankura,RETAILER,SASTI CHARAN KONER,Bankura - I,
West Bengal,Bankura,RETAILER,GANESH DUTTA,Onda,
West Bengal,Bankura,RETAILER,Dilip Chakroborty,Bankura - I,
West Bengal,Bankura,RETAILER,Dilip Kumar Samanta,Vishnupur,
West Bengal,Bankura,RETAILER,PRAKASH DASH,Khatra,
West Bengal,Bankura,RETAILER,JOYDEB SINHA MAHAPATRA,Khatra,
West Bengal,Bankura,RETAILER,Jiban Maji,Mejhia,
West Bengal,Bankura,RETAILER,Tarak Nath Buin,Onda,
West Bengal,Bankura,RETAILER,Abdul RAhaman Mondal,Onda,
West Bengal,Bankura,RETAILER,Kalidas Gorai,Saltora,
West Bengal,Bankura,RETAILER,Bholanath Gorai,Saltora,
West Bengal,Bankura,RETAILER,Madan Mohan Karmakar,Onda,
West Bengal,Bankura,RETAILER,Amit Chhatait,Onda,
West Bengal,Bankura,RETAILER,Bibhisan Mandal,Khatra,
West Bengal,Bankura,RETAILER,Asit Baran Mandal,Bankura - II,
West Bengal,Bankura,RETAILER,Taraknath Pal,Onda,
West Bengal,Bankura,RETAILER,BADAL CHANDRA MANDAL,Gangajalghati,
West Bengal,Bankura,RETAILER,BHRAMAR KOTAL,Bankura - II,
West Bengal,Bankura,RETAILER,Sumit Nandi,Onda,
West Bengal,Bankura,RETAILER,Elahi Krishi Bhandar,Jaypur,
West Bengal,Bankura,RETAILER,Ajijur Rahaman Khan,Taldangra,
West Bengal,Bankura,RETAILER,Himansu Mondal,Barjora,
West Bengal,Bankura,RETAILER,SOTTANARAYAN KRISHI BHANDAR,Patrasayer,
West Bengal,Bankura,RETAILER,Pranab Garai,Onda,
West Bengal,Bankura,RETAILER,Lakshmi Narayan Dutta,Onda,
West Bengal,Bankura,RETAILER,Swarup Kumar Ghosh,Vishnupur,
West Bengal,Bankura,RETAILER,Dilip Pal,Onda,
West Bengal,Bankura,RETAILER,TANMOY KUMAR MONDAL,Barjora,
West Bengal,Bankura,RETAILER,AMARESH MONDAL,Barjora,
West Bengal,Bankura,RETAILER,BAPPA GHOSH,Onda,
West Bengal,Bankura,RETAILER,ARYA KUMAR ,Sonamukhi,
West Bengal,Bankura,RETAILER,MALAY PAL,Patrasayer,
West Bengal,Bankura,RETAILER,BAPPADITYA ROY,Indus,
West Bengal,Bankura,RETAILER,SUJIT KUMAR MAJI,Sonamukhi,
West Bengal,Bankura,RETAILER,DIPANKAR MONDAL,Sonamukhi,
West Bengal,Bankura,RETAILER,MD. ALI MURTAJA MONDAL,Sonamukhi,
West Bengal,Bankura,RETAILER,PARHA PRATIM GHOSH,Patrasayer,
West Bengal,Bankura,RETAILER,BISHWAJIT PAL,Patrasayer,
West Bengal,Bankura,RETAILER,DIPAK PAL,Sonamukhi,
West Bengal,Bankura,RETAILER,ASIRBAD KRISHI BANDAR,Patrasayer,
West Bengal,Bankura,RETAILER,BISWAJIT BARUI,Sonamukhi,
West Bengal,Bankura,RETAILER,PRASANTA SAHA,Sonamukhi,
West Bengal,Bankura,RETAILER,BADAL MAJI,Onda,
West Bengal,Bankura,RETAILER,JYOTISH BAIDYA,Barjora,
West Bengal,Bankura,RETAILER,S K JINNA,Patrasayer,
West Bengal,Bankura,RETAILER,BABULAL BAIDYA,Bankura - II,
West Bengal,Bankura,RETAILER,SUBHAS NAYAK,Mejhia,
West Bengal,Bankura,RETAILER,GOPICHANDAN KUNDU,Indpur,
West Bengal,Bankura,RETAILER,ABANI BARUI,Bankura - I,
West Bengal,Bankura,RETAILER,GHOSH KRISHI BHANDAR,Patrasayer,
West Bengal,Bankura,RETAILER,ALOKE KUMAR DEY,Kotulpur,
West Bengal,Bankura,RETAILER,Dhrubagopal Bag,Bankura - I,
West Bengal,Bankura,RETAILER,SASTHI SAW,Sonamukhi,
West Bengal,Bankura,RETAILER,Sukumar Mandal,Khatra,
West Bengal,Bankura,RETAILER,GOPAL CHANDRA ROY,Kotulpur,
West Bengal,Bankura,RETAILER,Prasanta Kumar Dutta,Vishnupur,
West Bengal,Bankura,RETAILER,Tanmoy Nayek,Vishnupur,
West Bengal,Bankura,RETAILER,Biswajit De,Kotulpur,
West Bengal,Bankura,RETAILER,ANANYA KRISHI BHANDAR,Patrasayer,
West Bengal,Bankura,RETAILER,NANDI KRISHI BHANDAR,Patrasayer,
West Bengal,Bankura,RETAILER,SUDHIR PAL,Chhatna,
West Bengal,Bankura,RETAILER,BIVAS GHOSH,Jaypur,
West Bengal,Bankura,RETAILER,BIPOD TARAN GORAI,Barjora,
West Bengal,Bankura,RETAILER,JOYDEB NAYAK,Patrasayer,
West Bengal,Bankura,RETAILER,ABBASUDDIN MIDYA,Sonamukhi,
West Bengal,Bankura,RETAILER,RAMESH MANANTA,Hirbandh,
West Bengal,Bankura,RETAILER,Paresh Mondal,Khatra,
West Bengal,Bankura,RETAILER,SUJIT CHATTERJEE,Khatra,
West Bengal,Bankura,RETAILER,BIRENDRA NATH GHOSH,Ranibundh,
West Bengal,Bankura,RETAILER,SANJIB KUMAR MONDEL,Khatra,
West Bengal,Bankura,RETAILER,RUPALI NAYAK,Khatra,
West Bengal,Bankura,RETAILER,SUBHASIS RAKSHIT,Bankura - II,
West Bengal,Bankura,RETAILER,SRIKANTA SAMANTA,Barjora,
West Bengal,Bankura,RETAILER,GOUTAM PAL,Onda,
West Bengal,Bankura,RETAILER,SUBRATA CHOUDHURY,Onda,
West Bengal,Bankura,RETAILER,TAPAN KUMAR MONDAL,Chhatna,
West Bengal,Bankura,RETAILER,SOURABH PATRA,Indpur,
West Bengal,Bankura,RETAILER,SADANANDA GHOSH,Ranibundh,
West Bengal,Bankura,RETAILER,MUGLASUR SEKH,Kotulpur,
West Bengal,Bankura,RETAILER,Santimoy Mandal,Vishnupur,
West Bengal,Bankura,RETAILER,Kamal Krishna Kundu,Onda,
West Bengal,Bankura,RETAILER,Milan Manna,Onda,
West Bengal,Bankura,RETAILER,ANUKUL SIKDAR,Barjora,
West Bengal,Bankura,RETAILER,JAYANTA DEY,Gangajalghati,
West Bengal,Bankura,RETAILER,TUSAR KANTI CHATTERJEE,Jaypur,
West Bengal,Bankura,RETAILER,Patit Paban Sen,Vishnupur,
West Bengal,Bankura,RETAILER,TARIT KUMAR PATRA,Sonamukhi,
West Bengal,Bankura,RETAILER,Netai Chandra Pal,Onda,
West Bengal,Bankura,RETAILER,Jayanta Ghosh,Onda,
West Bengal,Bankura,RETAILER,Haradhan Kundu,Jaypur,
West Bengal,Bankura,RETAILER,Partha Pratim Pal,Onda,
West Bengal,Bankura,RETAILER,Shephali Datta,Taldangra,
West Bengal,Bankura,RETAILER,Amerulla Dalal,Taldangra,
West Bengal,Bankura,RETAILER,Md. Sadek Bhangi,Onda,
West Bengal,Bankura,RETAILER,Abdul Majid Khan,Taldangra,
West Bengal,Bankura,RETAILER,Swapan Ghosh,Onda,
West Bengal,Bankura,RETAILER,SIBDAS GOSWAMI,Onda,
West Bengal,Bankura,RETAILER,Labkumar Nandi,Onda,
West Bengal,Bankura,RETAILER,Sujit Ghosh,Onda,
West Bengal,Bankura,RETAILER,SUMANTA MONDAL,Onda,
West Bengal,Bankura,RETAILER,KONIKA DAS,Barjora,
West Bengal,Bankura,RETAILER,KRISHI LAXMI BHANDAR,Patrasayer,
West Bengal,Bankura,RETAILER,Kalyan Ghosh,Kotulpur,
West Bengal,Bankura,RETAILER,Mrityanjoy Dey,Jaypur,
West Bengal,Bankura,RETAILER,BENFED BANKURA,Bankura - I,
West Bengal,Bankura,RETAILER,SWAPAN GORAI,Onda,
West Bengal,Bankura,RETAILER,SOURAV SAMUI,Khatra,
West Bengal,Bankura,RETAILER,SANTU SARKAR,Khatra,
West Bengal,Bankura,RETAILER,SANJOY MONDAL,Bankura - I,
West Bengal,Bankura,RETAILER,BHUBANESWAR KRISHI BHANDER,Kotulpur,
West Bengal,Bankura,RETAILER,RAM PADA PAL,Bankura - II,
West Bengal,Bankura,RETAILER,Arijit Ghosh,Kotulpur,
West Bengal,Bankura,RETAILER,BELA KRISHI BHANDAR,Patrasayer,
West Bengal,Bankura,RETAILER,Beliatore Agro Producer Com Lt,Barjora,
West Bengal,Bankura,RETAILER,NUR ALI KHAN,Kotulpur,
West Bengal,Bankura,RETAILER,MADAN MOHAN SANKARI,Kotulpur,
West Bengal,Bankura,RETAILER,HARADHAN GHOSH,Kotulpur,
West Bengal,Bankura,RETAILER,Joy Kishan Krishi Bhandar,Bankura - I,
West Bengal,Bankura,RETAILER,Dipak Kumar mandel,Simlapal,
West Bengal,Bankura,RETAILER,Saheli Maji,Simlapal,
West Bengal,Bankura,RETAILER,KANCHAN KHAN,Sonamukhi,
West Bengal,Bankura,RETAILER,AJHARUDDIN KHAN,Sonamukhi,
West Bengal,Bankura,RETAILER,KADULAL SHIT,Sonamukhi,
West Bengal,Bankura,RETAILER,DEBABRATA LAHA,Sonamukhi,
West Bengal,Bankura,RETAILER,SANAT KUMAR GHOSH,Sonamukhi,
West Bengal,Bankura,RETAILER,SK MANSUR ALI,Kotulpur,
West Bengal,Bankura,RETAILER,SHYAMSPADA GORAI,Kotulpur,
West Bengal,Bankura,RETAILER,Kartik Garai,Chhatna,
West Bengal,Bankura,RETAILER,Sibdas Mondal,Chhatna,
West Bengal,Bankura,RETAILER,Swadesh Ghosh,Barjora,
West Bengal,Bankura,RETAILER,DEEP SARKAR,Barjora,
West Bengal,Bankura,RETAILER,Renuka dutta,Hirbandh,
West Bengal,Bankura,RETAILER,Bharat mandal,Hirbandh,
West Bengal,Bankura,RETAILER,ASIT BARAN MANDAL,Onda,
West Bengal,Bankura,RETAILER,Santanu Das Mandal,Raipur,
West Bengal,Bankura,RETAILER,Sougata Ghosh,Barjora,
West Bengal,Bankura,RETAILER,RAJIB DEY,Vishnupur,
West Bengal,Bankura,RETAILER,DULAL KUNDU,Jaypur,
West Bengal,Bankura,RETAILER,KANIKA DAS,Barjora,
West Bengal,Bankura,RETAILER,KAMAKSHMYA DEBI,Indus,
West Bengal,Bankura,RETAILER,PABITRA PAL,Jaypur,
West Bengal,Bankura,RETAILER,ASIM KUMAR MANDAL,Mejhia,
West Bengal,Bankura,RETAILER,SANTOSH KUMAR GHOSH,Barjora,
West Bengal,Bankura,RETAILER,WBSSCL,Bankura - I,
West Bengal,Bankura,RETAILER,TANMOY SO MANDEL,Barjora,
West Bengal,Bankura,RETAILER,Anup Kumar Dan,Barjora,
West Bengal,Bankura,RETAILER,UDAY SANKAR MANDAL,Jaypur,
West Bengal,Bankura,RETAILER,Sisir Kumar Pan,Kotulpur,
West Bengal,Bankura,RETAILER,RAJA SARKER,Patrasayer,
West Bengal,Bankura,RETAILER,MAHADEB CHANDRA DEY,Patrasayer,
West Bengal,Bankura,RETAILER,ALPANA MONDAL,Jaypur,
West Bengal,Bankura,RETAILER,SAFIKUL HAQUE,Patrasayer,
West Bengal,Bankura,RETAILER,SUBHASH CHANDRA SANTRA,Indus,
West Bengal,Bankura,RETAILER,KRISHNA KANTA MONDAL,Indus,
West Bengal,Bankura,RETAILER,NABA KUMAR NANDI,Indus,
West Bengal,Bankura,RETAILER,SK SADRUL,Kotulpur,
West Bengal,Bankura,RETAILER,PARTHA PRATICK SARKAR,Jaypur,
West Bengal,Bankura,RETAILER,SUBHABRATA MONDAL,Kotulpur,
West Bengal,Bankura,RETAILER,CHIRASREE KUNDU,Bankura - I,
West Bengal,Bankura,RETAILER,subhas layek,Barjora,
West Bengal,Bankura,RETAILER,mala krishi bhandar,Patrasayer,
West Bengal,Bankura,RETAILER,DAYAMOY MONDAL,Saltora,
West Bengal,Bankura,RETAILER,JYOTSNA KIRAN PAL,Barjora,
West Bengal,Bankura,RETAILER,BARAT KRISHI BHANDAR,Indus,
West Bengal,Bankura,RETAILER,SAIKAT ISLAM,Kotulpur,
West Bengal,Bankura,RETAILER,ANUP ARHI,Kotulpur,
West Bengal,Bankura,RETAILER,HALADHAR DAS,Barjora,
West Bengal,Bankura,RETAILER,SASTI CHARAN KONAR,Patrasayer,
West Bengal,Bankura,RETAILER,SASTI KUMAR MONDAL,Patrasayer,
West Bengal,Bankura,RETAILER,Pradip Das,Bankura - I,
West Bengal,Bankura,RETAILER,PATRASAYER TCMS-KAKARDANGA,Patrasayer,
West Bengal,Bankura,RETAILER,SANATAN LAKSHAN,Indus,
West Bengal,Bankura,RETAILER,MAHADEV PRAMANIK,Indus,
West Bengal,Bankura,RETAILER,PATRASAYER TCMS-BALSI,Patrasayer,
West Bengal,Bankura,RETAILER,PATRASAYER TCMS-JAMKURI,Patrasayer,
West Bengal,Bankura,RETAILER,abhijit mondal,Indus,
West Bengal,Bankura,RETAILER,GAYA SADHAN GARAI,Patrasayer,
West Bengal,Bankura,RETAILER,RANUKA KRISHI BHANDER,Vishnupur,
West Bengal,Bankura,RETAILER,PINTU KUMAR CHEL,Sonamukhi,
West Bengal,Bankura,RETAILER,NABAKUMAR ROY,Barjora,
West Bengal,Bankura,RETAILER,GANAPATI PALIT,Patrasayer,
West Bengal,Bankura,RETAILER,SUDARSHAN SUBUDDHI,Vishnupur,
West Bengal,Bankura,RETAILER,SAROY BERE,Sonamukhi,
West Bengal,Bankura,RETAILER,Jayanta Pal,Raipur,
West Bengal,Bankura,RETAILER,NITAI GORAI,Chhatna,
West Bengal,Bankura,RETAILER,AJIT KUMAR DAS,Chhatna,
West Bengal,Bankura,RETAILER,KARTIK GORAI,Chhatna,
West Bengal,Bankura,RETAILER,BAGULI S K U S LTD,Barjora,
West Bengal,Bankura,RETAILER,GHANASHYAM DALAL,Barjora,
West Bengal,Bankura,RETAILER,NAMAL CHATERJEE,Jaypur,
West Bengal,Bankura,RETAILER,SK RAJAUL,Indus,
West Bengal,Bankura,RETAILER,SEMANTA DEY,Indus,
West Bengal,Bankura,RETAILER,TUMPA GUIN,Sonamukhi,
West Bengal,Bankura,RETAILER,DELUAR HOSSEN MOLLA,Kotulpur,
West Bengal,Bankura,RETAILER,SAIKAT KUMAR NANDI,Kotulpur,
West Bengal,Bankura,RETAILER,SITARAM KRISHI BHANDAR,Indus,
West Bengal,Bankura,RETAILER,SUKUMAR CHATTERJEE,Sonamukhi,
West Bengal,Bankura,RETAILER,RAJIYABEGAM,Indus,
West Bengal,Bankura,RETAILER,Abhijit Maji,Sonamukhi,
West Bengal,Bankura,RETAILER,UTTAM NANDI,Jaypur,
West Bengal,Bankura,RETAILER,SADANANDA MAJI,Gangajalghati,
West Bengal,Bankura,RETAILER,SHYAMAL KUMAR SADHU,Mejhia,
West Bengal,Bankura,RETAILER,KAJAL GHANTY,Mejhia,
West Bengal,Bankura,RETAILER,MANAS KUMAR BASU,Indus,
West Bengal,Bankura,RETAILER,BIDYAPATI GHOSH,Patrasayer,
West Bengal,Bankura,RETAILER,SUBHAS CHANDRA PATRA,Jaypur,
West Bengal,Bankura,RETAILER,CHANDRA SEKHAR MAHANTA,Jaypur,
West Bengal,Bankura,RETAILER,SANJOY MOJUMDAR,Jaypur,
West Bengal,Bankura,RETAILER,SAHEB PAL,Jaypur,
West Bengal,Bankura,RETAILER,NARESH CHANDRA GARAI,Kotulpur,
West Bengal,Bankura,RETAILER,PRASANTA PAL,Jaypur,
West Bengal,Bankura,RETAILER,SABYASACHI GHOSH,Kotulpur,
West Bengal,Bankura,RETAILER,ABHIJIT GHOSH,Kotulpur,
West Bengal,Bankura,RETAILER,SUBHAS CHANDRA KOLE,Kotulpur,
West Bengal,Bankura,RETAILER,TAPAS PAL,Kotulpur,
West Bengal,Bankura,RETAILER,UTTAM KONAR,Bankura - II,
West Bengal,Bankura,RETAILER,ROHIMA KHATUN,Indus,
West Bengal,Bankura,RETAILER,ACHINTAY ROY,Indus,
West Bengal,Bankura,RETAILER,Tapas Banerjee,Sonamukhi,
West Bengal,Bankura,RETAILER,NIHAR RANJAN ROY,Jaypur,
West Bengal,Bankura,RETAILER,RAGHUNATHPUR SKUS LTD,Jaypur,
West Bengal,Bankura,RETAILER,AMIYO PAL,Barjora,
West Bengal,Bankura,RETAILER,KUCHIAKOL ASKUS LTD,Jaypur,
West Bengal,Bankura,RETAILER,JAHANGIR ALAM,Sonamukhi,
West Bengal,Bankura,RETAILER,UMAKANTA PAL,Sonamukhi,
West Bengal,Bankura,RETAILER,TUFAN KANTI GHOSH,Patrasayer,
West Bengal,Bankura,RETAILER,SUBRATA KONAR,Sonamukhi,
West Bengal,Bankura,RETAILER,ACHINTAY ROY,Indus,
West Bengal,Bankura,RETAILER,FIROJ SEIKH,Jaypur,
West Bengal,Bankura,RETAILER,HARADHAN GHOSH,Patrasayer,
West Bengal,Bankura,RETAILER,SRIDHAR NANDI,Kotulpur,
West Bengal,Bankura,RETAILER,JAGANNATH KUNDU,Kotulpur,
West Bengal,Bankura,RETAILER,AMITAVA MONDAL,Indus,
West Bengal,Bankura,RETAILER,BIDYUT KUMAR DE,Indus,
West Bengal,Bankura,RETAILER,SK SAIFUL,Kotulpur,
West Bengal,Bankura,RETAILER,BANSHIBADAN HENS,Kotulpur,
West Bengal,Bankura,RETAILER,SHYAMAL MONDAL,Mejhia,
West Bengal,Bankura,RETAILER,TARAK NATH MONDAL,Kotulpur,
West Bengal,Bankura,RETAILER,NEMAI GORAI,Mejhia,
West Bengal,Bankura,RETAILER,DEBDAS DEY,Jaypur,
West Bengal,Bankura,RETAILER,NARU GOPAL MANDAL,Taldangra,
West Bengal,Bankura,RETAILER,BISWARUP SHAW,Jaypur,
West Bengal,Bankura,RETAILER,SANOWAR MALLICK,Barjora,
West Bengal,Bankura,RETAILER,AJOY PAUL,Saltora,
West Bengal,Bankura,RETAILER,SOMNATH MODAK,Ranibundh,
West Bengal,Bankura,RETAILER,DURGAPADA PATRA,Kotulpur,
West Bengal,Bankura,RETAILER,BENOWAR HOSSAIN,Barjora,
West Bengal,Bankura,RETAILER,PREMANSU SAIN,Indus,
West Bengal,Bankura,RETAILER,BHAGBAT GHOSH,Kotulpur,
West Bengal,Bankura,RETAILER,ATANU CHOWDHURY,Kotulpur,
West Bengal,Bankura,RETAILER,BINA KUNDU,Bankura - I,
West Bengal,Bankura,RETAILER,RABILOCHAN PRAMANIK,Chhatna,
West Bengal,Bankura,RETAILER,AMALENDEUMANDAL,Khatra,
West Bengal,Bankura,RETAILER,SUMANTA PAL,Chhatna,
West Bengal,Bankura,RETAILER,RAMANATH CHOWDHURY,Bankura - II,
West Bengal,Bankura,RETAILER,AVIJIT TIKAIT,Bankura - I,
West Bengal,Bankura,RETAILER,TAPAS SINA MAHAPATRA,Simlapal,
West Bengal,Bankura,RETAILER,MD. RAHAMATULLAH SEIKH,Barjora,
West Bengal,Bankura,RETAILER,SIRAJUL ALI KHAN,Jaypur,
West Bengal,Bankura,RETAILER,MATHURA MANDOL,Sonamukhi,
