State Name,District Name,Dealer Type,Agency Name,Sub District Name,Village Name
West Bengal,Bankura,RETAILER,Nandi Agro Service Centre,,Sub District Headquater
West Bengal,Bankura,RETAILER,Parimal Ghorai,,Sub District Headquater
West Bengal,Bankura,RETAILER,Smt. Asima Ghosh,,
West Bengal,Bankura,RETAILER,Tapas Pal,Khatra,
West Bengal,Bankura,RETAILER,Dutta Brothers,,
West Bengal,Bankura,RETAILER,Hemanta Kumar Nandy,Indus,
West Bengal,Bankura,RETAILER,Satinath Patra,,
West Bengal,Bankura,RETAILER,Anup Kumar De,Onda,
West Bengal,Bankura,RETAILER,Bablu Basuri,Bankura - I,
West Bengal,Bankura,RETAILER,Dubrajpur Skus,Sonamukhi,Ranpur
West Bengal,Bankura,RETAILER,Gopal Mukhopadhyay,Onda,
West Bengal,Bankura,RETAILER,Joy Guru Krishi Bhandar.,Onda,
West Bengal,Bankura,RETAILER,Joypur Fscs,Jaypur,Jaypur
West Bengal,Bankura,RETAILER,Mrityunjoy Nandi,,Sub District Headquater
West Bengal,Bankura,RETAILER,Netai Chandra Pal,,
West Bengal,Bankura,RETAILER,Pal Krishi Bhander,Onda,
West Bengal,Bankura,RETAILER,Rashbihari Ghosh,,Sub District Headquater
West Bengal,Bankura,RETAILER,Samar Kumar Pal,,Sub District Headquater
West Bengal,Bankura,RETAILER,Sanatan Ghosh,,Sub District Headquater
West Bengal,Bankura,RETAILER,Sandip  Banarjee,Vishnupur,
West Bengal,Bankura,RETAILER,Sudam Barui,,Sub District Headquater
West Bengal,Bankura,RETAILER,Tulsi Das Konar,,
West Bengal,Bankura,RETAILER,Hetia Skus Ltd.,Jaypur,Hetia
West Bengal,Bankura,RETAILER,Kochdihi Skus,Sonamukhi,Kochdihi
West Bengal,Bankura,RETAILER,Baidyanath Ghosh,Barjora,
West Bengal,Bankura,RETAILER,Dayamoy Dey,,Sub District Headquater
West Bengal,Bankura,RETAILER,Gopal Mukherjee,Barjora,
West Bengal,Bankura,RETAILER,Gurudas Mandal,Sarenga,
West Bengal,Bankura,RETAILER,Dipak Kumar Sinhababu,Khatra,
West Bengal,Bankura,RETAILER,Nutandihi Skus Ltd,Sarenga,Nutandihi
West Bengal,Bankura,RETAILER,Sabrakone F.S.C.S Ltd,Taldangra,Amdangra
West Bengal,Bankura,RETAILER,Searbedia S.K.U.S Ltd,Saltora,Shiarbedia
West Bengal,Bankura,RETAILER,Dewlagora Lamps,Hirbandh,Deulagara
West Bengal,Bankura,RETAILER,Maheshana Skus Ltd,Chhatna,Maheshana
West Bengal,Bankura,RETAILER,Rangametya Lamps,Chhatna,Rangametya
West Bengal,Bankura,RETAILER,Chandanpur S.K.U.S Ltd,Khatra,Simchaka
West Bengal,Bankura,RETAILER,Fuljam S.K.U.S Ltd,Gangajalghati,Nityanandapur
West Bengal,Bankura,RETAILER,Aloke Kumar Saha,,
West Bengal,Bankura,RETAILER,Amit Kumar  Dey,Indus,
West Bengal,Bankura,RETAILER,Arup Kumar Laha,Khatra,
West Bengal,Bankura,RETAILER,Ashima Krishi Bhander,Vishnupur,
West Bengal,Bankura,RETAILER,Asish Kumar Das,Simlapal,Kathjuria
West Bengal,Bankura,RETAILER,Asok Kumarpain,Raipur,Dharampur
West Bengal,Bankura,RETAILER,Astik Chhatait,Vishnupur,
West Bengal,Bankura,RETAILER,A.U.Sgroupofenterprise,,
West Bengal,Bankura,RETAILER,Basu  Deb De,,
West Bengal,Bankura,RETAILER,Bibhas Chandra   Mondal,Indus,
West Bengal,Bankura,RETAILER,Bimalendu Panja,Indus,
West Bengal,Bankura,RETAILER,Biswajit Misra,Khatra,Sub District Headquater
West Bengal,Bankura,RETAILER,Chandirani Singha,,Sub District Headquater
West Bengal,Bankura,RETAILER,Debasis Kundu,,Sub District Headquater
West Bengal,Bankura,RETAILER,Durgamata Krishi Bhandar,Vishnupur,
West Bengal,Bankura,RETAILER,Hari Sadan Dey,Khatra,Sub District Headquater
West Bengal,Bankura,RETAILER,Hazi Krishi Bhander,Sonamukhi,Ranpur
West Bengal,Bankura,RETAILER,Hemantapathak,,
West Bengal,Bankura,RETAILER,Jagannath Ghosh,Kotulpur,
West Bengal,Bankura,RETAILER,Jagannath Ghosh,Raipur,Dumuror
West Bengal,Bankura,RETAILER,Kalyan Kumar Saha,Vishnupur,
West Bengal,Bankura,RETAILER,Krishna  Mondal,Raipur,Pirra
West Bengal,Bankura,RETAILER,Laxmi Kanta Pal,,Sub District Headquater
West Bengal,Bankura,RETAILER,Mondalkrishi Bhandar,Saltora,
West Bengal,Bankura,RETAILER,Mrinail Kanti Pati,Khatra,
West Bengal,Bankura,RETAILER,Mrinal Chakraborty,,Sub District Headquater
West Bengal,Bankura,RETAILER,Mritunjay  Dey,Vishnupur,
West Bengal,Bankura,RETAILER,Nandi Agro Service Centre,,Sub District Headquater
West Bengal,Bankura,RETAILER,Na Rayanch.Maji,,Sub District Headquater
West Bengal,Bankura,RETAILER,Nibeditakrishi Bhandar,Gangajalghati,
West Bengal,Bankura,RETAILER,Ranjit Kumar Mishra,Khatra,
West Bengal,Bankura,RETAILER,Riyakrishi Bhandar,Gangajalghati,
West Bengal,Bankura,RETAILER,Samar Paul,Vishnupur,
West Bengal,Bankura,RETAILER,Sanjib   Halder,Sonamukhi,
West Bengal,Bankura,RETAILER,Sanjoy Kumar Das,Gangajalghati,
West Bengal,Bankura,RETAILER,San Kar Chandra   Mondal,Khatra,Sub District Headquater
West Bengal,Bankura,RETAILER,Sannasyi Krishi Bhander,,Sub District Headquater
West Bengal,Bankura,RETAILER,Santosh Kumar Ghosh,,Sub District Headquater
West Bengal,Bankura,RETAILER,Santoshmandal,,
West Bengal,Bankura,RETAILER,Satyabrata Sahu,,
West Bengal,Bankura,RETAILER,Satya Narayan Ghosh,Sonamukhi,
West Bengal,Bankura,RETAILER,Sovan Bid,,Sub District Headquater
West Bengal,Bankura,RETAILER,Srikanta Show,Vishnupur,
West Bengal,Bankura,RETAILER,Subal Hazra,Indus,
West Bengal,Bankura,RETAILER,Subhas Ch. Kapas,,
West Bengal,Bankura,RETAILER,Sudhir Chandra Mandal,Raipur,Uparbanda
West Bengal,Bankura,RETAILER,Sujit Nandi,Jaypur,
West Bengal,Bankura,RETAILER,Sukumar Chaudhury,,
West Bengal,Bankura,RETAILER,Sunil Kumar Nandi,Indus,
West Bengal,Bankura,RETAILER,Sushenmandal,,
West Bengal,Bankura,RETAILER,Swarup Datta,,
West Bengal,Bankura,RETAILER,Syubrata  Mondal,Indus,
West Bengal,Bankura,RETAILER,Tapan Kolay,Vishnupur,
West Bengal,Bankura,RETAILER,Tapan Kumar Kundu,Kotulpur,Sub District Headquater
West Bengal,Bankura,RETAILER,Tapan Kumar Nandi,Gangajalghati,
West Bengal,Bankura,RETAILER,Tapas Kumar Konar,,
West Bengal,Bankura,RETAILER,Saldiha-Baliguma Skus,Chhatna,Baliguma
West Bengal,Bankura,RETAILER,Karakanali Skus,Simlapal,Karakanali
West Bengal,Bankura,RETAILER,Bidna S.K.U S Ltd,Chhatna,Kharbana
West Bengal,Bankura,RETAILER,Housibad Skus Ltd,Chhatna,Hausibad
West Bengal,Bankura,RETAILER,Nabasan Skus Ltd,Patrasayer,Karajbani
West Bengal,Bankura,RETAILER,Kurulpahari S.K.U.S.Ltd,Khatra,Kurul Pahari
West Bengal,Bankura,RETAILER,Raghunathbati Skus Ltd,Patrasayer,
West Bengal,Bankura,RETAILER,Nadadihi Skus  Ltd,Bankura - II,
West Bengal,Bankura,RETAILER,Dhagaria Skus,Patrasayer,Nahala
West Bengal,Bankura,RETAILER,Kharsee Ratra Salikina Skus,Indus,Kharsi
West Bengal,Bankura,RETAILER,Khandari Skus,Barjora,Khanrari
West Bengal,Bankura,RETAILER,Saltora S.K.U.S. Ltd,Gangajalghati,Saltora
West Bengal,Bankura,RETAILER,Chingra S.K.U.S Ltd,Sarenga,Chingra
West Bengal,Bankura,RETAILER,Salchura S.K.U.S Ltd,Chhatna,Khobradihi
West Bengal,Bankura,RETAILER,Sonardanga Skus Ltd,Indpur,Sonardanga
West Bengal,Bankura,RETAILER,Khosalpur Skus,Patrasayer,Khosalpur
West Bengal,Bankura,RETAILER,Amadoba-Dhabani Skus Ltd,Khatra,Amdoba
West Bengal,Bankura,RETAILER,Dubrajpur S.K.U.S Ltd,Khatra,Dubrajpur
West Bengal,Bankura,RETAILER,Rina Mandal,Indpur,Gobindapur
West Bengal,Bankura,RETAILER,Joydev Pramanik,Khatra,Panpara
West Bengal,Bankura,RETAILER,Supravat Banerjee,Khatra,Balarampur
West Bengal,Bankura,RETAILER,Swapan Kumar Mandal,Hirbandh,Bauridihi
West Bengal,Bankura,RETAILER,Subhas Chandra Mahata,Khatra,Bara Gari
West Bengal,Bankura,RETAILER,Uttam Kumar Nayak,Taldangra,Panchmura
West Bengal,Bankura,RETAILER,Putul Mallick,Khatra,Sub District Headquater
West Bengal,Bankura,RETAILER,Asish Dutta,Ranibundh,Dhanara
West Bengal,Bankura,RETAILER,Tapan Kumar Roy,Hirbandh,Sub District Headquater
West Bengal,Bankura,RETAILER,Partha Sarathi Mallick,Khatra,Kankradara
West Bengal,Bankura,RETAILER,Swapan Kumar Chatterjee,Hirbandh,Mosiara
West Bengal,Bankura,RETAILER,Arunoday Mallick,Khatra,
West Bengal,Bankura,RETAILER,Madhusudan Gupta,Khatra,Supur
West Bengal,Bankura,RETAILER,Chaitali Mallick,Khatra,Kandnasol
West Bengal,Bankura,RETAILER,Swapan Kumar Chand,Hirbandh,Malian
West Bengal,Bankura,RETAILER,Subhabrata Mandal,Taldangra,Bibarda
West Bengal,Bankura,RETAILER,Partha Sarathi Ghosh,Indpur,Sub District Headquater
West Bengal,Bankura,RETAILER,Chinmoy Gorain,Saltora,Ituri
West Bengal,Bankura,RETAILER,Tarapada Roy,Hirbandh,Mosiara
West Bengal,Bankura,RETAILER,Murulidhar Mandal,Khatra,Dhahala
West Bengal,Bankura,RETAILER,Aditya Mondal,Saltora,Baghadabar
West Bengal,Bankura,RETAILER,Satyaban Gorai,Saltora,Tiluri
West Bengal,Bankura,RETAILER,Rajib Lochan Sen,Barjora,Maliara
West Bengal,Bankura,RETAILER,Sankar Nandi,Onda,Kanta Bari
West Bengal,Bankura,RETAILER,Kamakshya Pramanik,Saltora,Saltora
West Bengal,Bankura,RETAILER,Jitendra Nath Sen,Taldangra,Panchmura
West Bengal,Bankura,RETAILER,Girija Pathak,Indpur,Brahmandiha
West Bengal,Bankura,RETAILER,Baisnab Chandrasinghamahapatra,Simlapal,Mukundapur
West Bengal,Bankura,RETAILER,Susanta Pal,Taldangra,Khichka
West Bengal,Bankura,RETAILER,Sk. Akil Ahammed,Patrasayer,Rasulpur
West Bengal,Bankura,RETAILER,Mathurnath Ghosh,Barjora,
West Bengal,Bankura,RETAILER,Subrata Kumar Bannerjee,Barjora,Tajpur
West Bengal,Bankura,RETAILER,Swapan Saha,Sonamukhi,Sub District Headquater
West Bengal,Bankura,RETAILER,Kartik Das,Sonamukhi,Nityanandapur
West Bengal,Bankura,RETAILER,Paresh Ghosh,Sonamukhi,Kochdihi
West Bengal,Bankura,RETAILER,Kashinath Dutta,Patrasayer,Patrasair
West Bengal,Bankura,RETAILER,Dilip Kumar Bari,Patrasayer,Parashia
West Bengal,Bankura,RETAILER,Bappaditya Ghosh,Sonamukhi,Dariapur
West Bengal,Bankura,RETAILER,Amar Chakraborty,Sonamukhi,Patharmara
West Bengal,Bankura,RETAILER,Bibekananda Ghosh,Sonamukhi,Dhulai
West Bengal,Bankura,RETAILER,Sujit Kumar Ghosh,Sonamukhi,Palashdanga
West Bengal,Bankura,RETAILER,Santosh Kumar Patra,Sonamukhi,Khaer Bani
West Bengal,Bankura,RETAILER,Taraknath Dey,Sonamukhi,Palashdanga
West Bengal,Bankura,RETAILER,Swapan Kumar Ghosh,Sonamukhi,Dihipara
West Bengal,Bankura,RETAILER,Jitendranath Dey,Simlapal,Baricha
West Bengal,Bankura,RETAILER,Bhaktadas Rakshit,Jaypur,Jaypur
West Bengal,Bankura,RETAILER,Chitta Ranjan Mondal,Jaypur,Rautkhanda
West Bengal,Bankura,RETAILER,Sunil Kumar Singhamahapatra,Simlapal,Bikrampur
West Bengal,Bankura,RETAILER,Kartick Gorain,Saltora,Tiluri
West Bengal,Bankura,RETAILER,Madhumita Khan,Jaypur,Gelia
West Bengal,Bankura,RETAILER,Pran Krishna Koley,Jaypur,Rautkhanda
West Bengal,Bankura,RETAILER,Jagannath Sebai,Jaypur,
West Bengal,Bankura,RETAILER,Sabir Kumar Pal,Jaypur,Shukjora
West Bengal,Bankura,RETAILER,Subhash Chandra Das,Jaypur,Hetia
West Bengal,Bankura,RETAILER,Ranjan Marik,Jaypur,Sub District Headquater
West Bengal,Bankura,RETAILER,Sunil Baran Aikath,Jaypur,
West Bengal,Bankura,RETAILER,Satyabrata Nandi,Jaypur,Maynapur
West Bengal,Bankura,RETAILER,Mohima Mondal,Jaypur,Jagannathpur
West Bengal,Bankura,RETAILER,Tarun Ghosh,Jaypur,
West Bengal,Bankura,RETAILER,Mrityunjoy Chattopadhyay,Sonamukhi,Palashdanga
West Bengal,Bankura,RETAILER,Asit Kumar Pal,Barjora,Pakhanna
West Bengal,Bankura,RETAILER,Asoke Kumar Pal,Barjora,Tajpur
West Bengal,Bankura,RETAILER,Bablu Khan,Sonamukhi,Parbbatia
West Bengal,Bankura,RETAILER,Netai Chandra Das,Sonamukhi,Alampur
West Bengal,Bankura,RETAILER,Biswanath Jana,Sonamukhi,Purba Patrahati
West Bengal,Bankura,RETAILER,Smt. Bandana Das,Barjora,Pakhanna
West Bengal,Bankura,RETAILER,Deb Kumar Roy,Barjora,Hatashuria
West Bengal,Bankura,RETAILER,Sahadev Das,Sonamukhi,Alampur
West Bengal,Bankura,RETAILER,Apurba Kumar Mandal,Patrasayer,Mamudpur
West Bengal,Bankura,RETAILER,Dinesh Karmakar,Sonamukhi,Kashipur
West Bengal,Bankura,RETAILER,Deb Prasad Konar,Patrasayer,Ramsaer
West Bengal,Bankura,RETAILER,Dipak Kumar Ghosh,Patrasayer,Nimai Nagar
West Bengal,Bankura,RETAILER,Tapan Kumar Ghosh,Patrasayer,Naryanpur
West Bengal,Bankura,RETAILER,Sujata Konar,Sonamukhi,Birchandrapur
West Bengal,Bankura,RETAILER,Goutam Goswami,Sonamukhi,Basudebpur
West Bengal,Bankura,RETAILER,Hiren Chandra Nag,Sonamukhi,Dhan Simla
West Bengal,Bankura,RETAILER,Kanailal Roy,Indus,Somsar
West Bengal,Bankura,RETAILER,Kashi Nath Nag,Sonamukhi,Dhan Simla
West Bengal,Bankura,RETAILER,Murulidhar Ghosh,Sonamukhi,Sub District Headquater
West Bengal,Bankura,RETAILER,Sukumar Goswami,Sonamukhi,Sub District Headquater
West Bengal,Bankura,RETAILER,Tarasankar Namhata,Sonamukhi,Churamanipur
West Bengal,Bankura,RETAILER,Shyamapada Patra,Patrasayer,Hamirpur
West Bengal,Bankura,RETAILER,Adhir Banerjee,Sonamukhi,Dhan Simla
West Bengal,Bankura,RETAILER,Smt. Tanushree Chel,Sonamukhi,
West Bengal,Bankura,RETAILER,Helon Saw,Sonamukhi,Krishnabati
West Bengal,Bankura,RETAILER,Surajit Shit,Sonamukhi,Sub District Headquater
West Bengal,Bankura,RETAILER,Swapan Bannerjee,Sonamukhi,Sub District Headquater
West Bengal,Bankura,RETAILER,Chandrachur Das,Sonamukhi,Basudebpur
West Bengal,Bankura,RETAILER,Falguni Bhattacharjee,Sonamukhi,Mahanpur
West Bengal,Bankura,RETAILER,Oli Mohammed Shah,Sonamukhi,Jaga Mohanpur
West Bengal,Bankura,RETAILER,Asim Mal,Sonamukhi,Patharmara
West Bengal,Bankura,RETAILER,Dinesh Jana,Sonamukhi,Purba Patrahati
West Bengal,Bankura,RETAILER,Sabed Ali Mondal,Sonamukhi,Purba Dubrajpur
West Bengal,Bankura,RETAILER,Sibaram Hazra,Patrasayer,Patrasair
West Bengal,Bankura,RETAILER,Tapan Makur,Bankura - II,Sub District Headquater
West Bengal,Bankura,RETAILER,Sannyasi Mondal,Sonamukhi,Jaga Mohanpur
West Bengal,Bankura,RETAILER,Uttam Kumar Subuddhi,Vishnupur,Joykrishnapur
West Bengal,Bankura,RETAILER,Sandip Koley,Indus,Shyampur
West Bengal,Bankura,RETAILER,Santosh Kumar Mahanty,Sarenga,Sukhadali
West Bengal,Bankura,RETAILER,Shibaprasad Tantubay,Indpur,Indpur
West Bengal,Bankura,RETAILER,Banku Bihari Mohanty,Ranibundh,Jhilimili
West Bengal,Bankura,RETAILER,Sanatan Gorai,Khatra,Bara Gari
West Bengal,Bankura,RETAILER,Fulchand Mahata,Ranibundh,Malcharar
West Bengal,Bankura,RETAILER,Pradip Kumar Raha,Khatra,Kandnasol
West Bengal,Bankura,RETAILER,Prasanta Kumar Sen,Onda,Sadishta
West Bengal,Bankura,RETAILER,Sunil Kumar De,Bankura - II,
West Bengal,Bankura,RETAILER,Debasis Mandal,Simlapal,Birsingpur
West Bengal,Bankura,RETAILER,Rajib Chattopadhyay,Bankura - I,Kumidya
West Bengal,Bankura,RETAILER,Nandadulal Dutta,Indpur,Sub District Headquater
West Bengal,Bankura,RETAILER,Ashoke Kumar Modak,Mejhia,Jorsa
West Bengal,Bankura,RETAILER,Kashinath Dey,Indpur,Kalipahari
West Bengal,Bankura,RETAILER,Nepal Chandra Ghosh,Barjora,Sub District Headquater
West Bengal,Bankura,RETAILER,Manas Pati,Indpur,Khatgram
West Bengal,Bankura,RETAILER,Rudransu Pati,Indpur,Patirdang
West Bengal,Bankura,RETAILER,Tarinipada Pal,Taldangra,
West Bengal,Bankura,RETAILER,Dilip Layek,Barjora,Chhandar
West Bengal,Bankura,RETAILER,Sushil Ghosh,Barjora,Rajmadhabpur
West Bengal,Bankura,RETAILER,Goutam Layek,Gangajalghati,Sub District Headquater
West Bengal,Bankura,RETAILER,Netai Kundu,Bankura - I,Kenjakura
West Bengal,Bankura,RETAILER,Sanjib Kumar Maji,Gangajalghati,Rajamela
West Bengal,Bankura,RETAILER,Ramprasad Singha Mahapatra,Taldangra,Sub District Headquater
West Bengal,Bankura,RETAILER,Dilip Kumar Ghosh,Taldangra,Sub District Headquater
West Bengal,Bankura,RETAILER,Kalyan Ghosh,Bankura - I,Uparsol
West Bengal,Bankura,RETAILER,Falguni Mahanti,Simlapal,Lakshmanpur
West Bengal,Bankura,RETAILER,Samiran Chatterjee,Indpur,Brajarajpur
West Bengal,Bankura,RETAILER,Rajes De,Jaypur,Chhatra Ara
West Bengal,Bankura,RETAILER,Sanjoy Patra,Jaypur,Rautkhanda
West Bengal,Bankura,RETAILER,Tarun Dey,Jaypur,Ashurali
West Bengal,Bankura,RETAILER,Arup Chatterjee,Jaypur,Gopal Nagar
West Bengal,Bankura,RETAILER,Tusar Kumar Pal,Jaypur,Rajsol
West Bengal,Bankura,RETAILER,Kanailal Mondal,Raipur,Sub District Headquater
West Bengal,Bankura,RETAILER,Akhil Bandhu Ghosh,Kotulpur,Chak Chand
West Bengal,Bankura,RETAILER,Sukumar Ghosh,Kotulpur,Karak Berya
West Bengal,Bankura,RETAILER,Partha Pratim Dey,Indus,Sub District Headquater
West Bengal,Bankura,RETAILER,Manik Saha,Sonamukhi,Sahapur
West Bengal,Bankura,RETAILER,Ashis Mukherjee,Sonamukhi,Ichharia
West Bengal,Bankura,RETAILER,Parimal Garai,Bankura - I,Kasibedya
West Bengal,Bankura,RETAILER,Muzibar Rahaman Mondal,Patrasayer,Sub District Headquater
West Bengal,Bankura,RETAILER,Chittoranjan Dey,Indus,Sub District Headquater
West Bengal,Bankura,RETAILER,Dilip Kumar De,Indus,Shashpur
West Bengal,Bankura,RETAILER,Tanmoy Ghosh,Indus,Ausnara
West Bengal,Bankura,RETAILER,Mrinal Kanti Ghosh,Indus,Sub District Headquater
West Bengal,Bankura,RETAILER,Sk. Ilius,Indus,Bagmari
West Bengal,Bankura,RETAILER,Sk Nurul Islam,Indus,Santara
West Bengal,Bankura,RETAILER,Kazi Moniruddin,Indus,Bara Gobindapur
West Bengal,Bankura,RETAILER,Ajit Kumar Pati,Simlapal,Sub District Headquater
West Bengal,Bankura,RETAILER,Sanjoy Kumar Kundu,Saltora,Lakshmanpur
West Bengal,Bankura,RETAILER,Sk. Kibria,Indus,Sub District Headquater
West Bengal,Bankura,RETAILER,Sunil Chandra Bag,Bankura - I,
West Bengal,Bankura,RETAILER,Ardhendusekhar Singhamahapatra,Simlapal,Machatora
West Bengal,Bankura,RETAILER,Swapan Kumar Das,Barjora,Pratappur
West Bengal,Bankura,RETAILER,Ajit Bhandari,Barjora,Sub District Headquater
West Bengal,Bankura,RETAILER,Sandip Mandal,Bankura - I,Dabra
West Bengal,Bankura,RETAILER,Ashoke Mondal,Bankura - I,Kasibedya
West Bengal,Bankura,RETAILER,Uttam Kumar Roy,Hirbandh,Mosiara
West Bengal,Bankura,RETAILER,Debnath Ghar,Sonamukhi,
West Bengal,Bankura,RETAILER,Chaitanya Charan Soo,Sonamukhi,Sonamukhi (P)
West Bengal,Bankura,RETAILER,Subhas Roy,Sonamukhi,Methra
West Bengal,Bankura,RETAILER,Gautam Shit,Sonamukhi,Palshare
West Bengal,Bankura,RETAILER,Manoranjan Karmakar,Sonamukhi,Rupat Ganj
West Bengal,Bankura,RETAILER,Sanchay Nandi,Sonamukhi,Sonamukhi (P)
West Bengal,Bankura,RETAILER,Smt. Dipali Saha,Sonamukhi,
West Bengal,Bankura,RETAILER,Biswabandhu Chatterjee,Sonamukhi,Sub District Headquater
West Bengal,Bankura,RETAILER,Dhananjoy Patra,Sonamukhi,Kuldanga
West Bengal,Bankura,RETAILER,Kartick Chandra Gorai,Sonamukhi,Radha Mohanpur
West Bengal,Bankura,RETAILER,Ansuman Pal,Sonamukhi,Manik Bazar
West Bengal,Bankura,RETAILER,Md. Saifuddin Mallick,Sonamukhi,Ruppal
West Bengal,Bankura,RETAILER,Nirash Kanti Roy,Sonamukhi,Sub District Headquater
West Bengal,Bankura,RETAILER,Susanta Kumar Kundu,Sonamukhi,Aralkola
West Bengal,Bankura,RETAILER,Ajit Gorai,Sonamukhi,Uttar Dariapur
West Bengal,Bankura,RETAILER,Newton Garai,Sonamukhi,Radha Mohanpur
West Bengal,Bankura,RETAILER,Shyamal Kumar Koley,Jaypur,Hetia
West Bengal,Bankura,RETAILER,Manik Chandra Layek,Sonamukhi,Rampur
West Bengal,Bankura,RETAILER,Saroj Mandal,Jaypur,Kuchiakol
West Bengal,Bankura,RETAILER,Manikanchan Pal,Jaypur,Namchhara
West Bengal,Bankura,RETAILER,Haradhan Koley,Jaypur,Hetia
West Bengal,Bankura,RETAILER,Ananda Gopal Laha,Jaypur,
West Bengal,Bankura,RETAILER,Debiprasad Nandi,Jaypur,Hetia
West Bengal,Bankura,RETAILER,Subhendu Ghosh,Jaypur,Sub District Headquater
West Bengal,Bankura,RETAILER,Kartick Nandi,Jaypur,Ashurali
West Bengal,Bankura,RETAILER,Sumonta Kumar Ghosf,Jaypur,
West Bengal,Bankura,RETAILER,Uttam Pratihar,Jaypur,Jagannathpur
West Bengal,Bankura,RETAILER,Swapan Kumar Kundu,Jaypur,Tandighi
West Bengal,Bankura,RETAILER,Ashish Kumar Kole,Jaypur,Rautkhanda
West Bengal,Bankura,RETAILER,Sushanta Ghosh,Jaypur,Banna
West Bengal,Bankura,RETAILER,Mritunjoy De,Jaypur,Hetia
West Bengal,Bankura,RETAILER,Joylal Adhikari,Jaypur,Hetia
West Bengal,Bankura,RETAILER,Banshi Gopal Mukherjee,Jaypur,Balibil
West Bengal,Bankura,RETAILER,Ranjit Khan,Jaypur,Purusottampur
West Bengal,Bankura,RETAILER,Ashoke Mondal,Jaypur,
West Bengal,Bankura,RETAILER,Swapan Mondal,Jaypur,Hetia
West Bengal,Bankura,RETAILER,Arup Diyasi,Jaypur,Belia
West Bengal,Bankura,RETAILER,Sunil Kumar Manna,Jaypur,Maynapur
West Bengal,Bankura,RETAILER,Niranjan Kundu,Jaypur,
West Bengal,Bankura,RETAILER,Subhas Chandra Dey,Jaypur,Sub District Headquater
West Bengal,Bankura,RETAILER,Madan Mohan Laha,Jaypur,Kuchiakol
West Bengal,Bankura,RETAILER,Ainal Mondal,Jaypur,Baliguma
West Bengal,Bankura,RETAILER,Moukura S.K.U. Ltd,Sarenga,Maukura
West Bengal,Bankura,RETAILER,Dilip Kumar Mondal,Chhatna,
West Bengal,Bankura,RETAILER,Ranjit Low,Onda,Chhota Kurpa
West Bengal,Bankura,RETAILER,Jhapu Gopal Das,Bankura - II,
West Bengal,Bankura,RETAILER,Basudev Kundu,Chhatna,Sub District Headquater
West Bengal,Bankura,RETAILER,Sanjoy Dey,Taldangra,Taldangra
West Bengal,Bankura,RETAILER,Bangshidhar Maji,Gangajalghati,Kusthalia
West Bengal,Bankura,RETAILER,Basudev Harkara,Onda,Suklai
West Bengal,Bankura,RETAILER,Siromonipur Bijoya S.K.U.S Ltd,Raipur,Siromanipur
West Bengal,Bankura,RETAILER,Abul Hayat,Kotulpur,
West Bengal,Bankura,RETAILER,Goutam Gayen,Simlapal,Sub District Headquater
West Bengal,Bankura,RETAILER,Bhumilakshmikrishibhandar,Vishnupur,Sub District Headquater
West Bengal,Bankura,RETAILER,Churamoni Shit,Bankura - II,Sub District Headquater
West Bengal,Bankura,RETAILER,Sudhangshusekharmandal,Bankura - II,Bankati
West Bengal,Bankura,RETAILER,Haradhan Goswami,Chhatna,Sarberia
West Bengal,Bankura,RETAILER,Uttam Akhuli,Gangajalghati,Kusthalia
West Bengal,Bankura,RETAILER,Milan Bhui,Mejhia,Tarapur
West Bengal,Bankura,RETAILER,Dinesh Ash,Hirbandh,Nanda
West Bengal,Bankura,RETAILER,Dhirendranath De,Gangajalghati,Srichandrapur
West Bengal,Bankura,RETAILER,Prabir Nandi,Gangajalghati,Srichandrapur
West Bengal,Bankura,RETAILER,Ajit Kumar Kundu,Gangajalghati,Srichandrapur
West Bengal,Bankura,RETAILER,Gangadhar Ghosh,Onda,Chabra
West Bengal,Bankura,RETAILER,Nandadulal Kundu,Gangajalghati,Srichandrapur
West Bengal,Bankura,RETAILER,Samir Dey,Chhatna,Sub District Headquater
West Bengal,Bankura,RETAILER,Asit Kumar Deshmukh,Hirbandh,Lachaipur
West Bengal,Bankura,RETAILER,Rabindranath Laha,Simlapal,Patamechla
West Bengal,Bankura,RETAILER,Sibaprasad Dutta,Hirbandh,Jagatpur
West Bengal,Bankura,RETAILER,Pintu Mallick,Khatra,Simla
West Bengal,Bankura,RETAILER,Kalyan Prasad Patra,Indpur,Dubrajpur
West Bengal,Bankura,RETAILER,Madan Mohan Karak,Bankura - II,Sub District Headquater
West Bengal,Bankura,RETAILER,Swarup Mondal,Onda,Lodna
West Bengal,Bankura,RETAILER,Swarup Nandy,Sonamukhi,Pathara
West Bengal,Bankura,RETAILER,Tapan Kumar Bag,Hirbandh,Malian
West Bengal,Bankura,RETAILER,Tarak Nath Dutta,Patrasayer,Patrasair
West Bengal,Bankura,RETAILER,Babar Ali Mondal,Patrasayer,Rasulpur
West Bengal,Bankura,RETAILER,Nitu Chowdhury,Sonamukhi,Bondalhati
West Bengal,Bankura,RETAILER,Debabrata Guin,Sonamukhi,
West Bengal,Bankura,RETAILER,Tulsi Saw,Sonamukhi,Krishnabati
West Bengal,Bankura,RETAILER,Pankaj Pal,Sonamukhi,Amrita Para
West Bengal,Bankura,RETAILER,Dinabandhu Kundu,Chhatna,Sub District Headquater
West Bengal,Bankura,RETAILER,Madhab Dutta,Chhatna,Sub District Headquater
West Bengal,Bankura,RETAILER,Kuruna Kali Adhikari,Onda,Ratanpur
